Date,Stations_id,Quality,Air_temperature,Steam_pressure,Cloudiness,Airpressure_stationsheight,relative_moisture,Air_speed,Air_temperature_max,Air_temperature_min,Soil_tem_min,Wind_speed_max,Rain,Rain_ind,Sunny_hours,Snow_height,eor
19470101.0,       98,5.0,-2.8,4.8,8.0,922.8,98.0,,-1.4,-6.5,-7.0,,2.5,8.0,,14.0,eor
19470102.0,       98,5.0,-3.6,4.5,8.0,926.4,98.0,,-1.4,-4.0,-5.5,,2.8,7.0,,16.0,eor
19470103.0,       98,5.0,-3.0,4.9,8.0,932.7,98.0,,-0.1,-4.5,-4.4,,0.1,7.0,,19.0,eor
19470104.0,       98,5.0,-9.1,2.4,2.7,933.1,79.0,,-4.4,-10.3,-10.5,,0.0,0.0,7.2,20.0,eor
19470105.0,       98,5.0,-13.1,1.5,0.0,926.4,62.0,,-7.4,-15.8,-15.9,,0.0,0.0,7.9,20.0,eor
19470106.0,       98,5.0,-14.3,1.5,1.0,920.6,66.0,,-10.4,-16.9,-20.5,,0.0,0.0,7.1,20.0,eor
19470107.0,       98,5.0,-11.8,1.6,2.7,918.7,64.0,,-7.8,-16.1,-19.4,,0.0,0.0,7.7,20.0,eor
19470108.0,       98,5.0,-6.9,3.5,8.0,920.8,98.0,,-4.6,-15.6,-19.7,,0.7,7.0,0.0,20.0,eor
19470109.0,       98,5.0,-1.4,5.3,8.0,919.2,99.0,,-0.2,-7.1,-8.0,,1.6,7.0,0.0,21.0,eor
19470110.0,       98,5.0,-1.4,5.5,8.0,923.4,99.0,,-0.3,-1.9,-3.5,,3.7,7.0,0.0,22.0,eor
19470111.0,       98,5.0,-2.1,5.1,8.0,915.0,99.0,,-1.5,-2.7,-3.9,,3.5,8.0,0.0,25.0,eor
19470112.0,       98,5.0,-0.3,6.0,8.0,912.3,99.0,,1.5,-2.0,-2.9,,3.2,8.0,0.5,20.0,eor
19470113.0,       98,5.0,1.0,6.5,8.0,910.3,97.0,,3.5,-0.5,-2.4,,7.3,8.0,0.0,18.0,eor
19470114.0,       98,5.0,0.3,6.1,8.0,920.4,99.0,,1.4,-1.5,-2.4,,5.3,8.0,0.0,24.0,eor
19470115.0,       98,5.0,3.8,7.6,6.3,930.0,94.0,,5.0,1.1,-0.4,,0.6,1.0,0.3,12.0,eor
19470116.0,       98,5.0,6.4,5.3,1.7,932.7,55.0,,8.5,2.8,-0.9,,0.0,0.0,8.1,0.0,eor
19470117.0,       98,5.0,2.1,6.3,5.3,930.3,88.0,,6.8,1.0,0.5,,1.2,8.0,0.9,0.0,eor
19470118.0,       98,5.0,-0.8,5.6,7.7,934.2,98.0,,1.4,-1.6,-2.2,,9.1,7.0,0.0,0.0,eor
19470119.0,       98,5.0,-2.3,5.2,7.7,932.0,98.0,,0.0,-3.2,-1.9,,2.7,7.0,3.4,7.0,eor
19470120.0,       98,5.0,-5.6,3.9,4.3,927.9,96.0,,-3.0,-7.4,-12.2,,0.0,1.0,0.0,8.0,eor
19470121.0,       98,5.0,-6.2,3.6,5.7,927.2,96.0,,-4.5,-8.4,-13.0,,1.9,7.0,2.3,8.0,eor
19470122.0,       98,5.0,-9.1,2.8,7.7,927.2,92.0,,-5.3,-10.8,-19.4,,3.5,7.0,0.0,10.0,eor
19470123.0,       98,5.0,-9.6,2.7,7.3,929.9,91.0,,-7.8,-10.6,-12.0,,3.3,7.0,0.0,14.0,eor
19470124.0,       98,5.0,-9.6,2.8,4.3,932.0,92.0,,-7.5,-11.0,-14.4,,0.4,7.0,0.0,19.0,eor
19470125.0,       98,5.0,-11.6,2.3,4.3,925.0,87.0,,-8.8,-13.0,-23.4,,0.0,1.0,3.7,19.0,eor
19470126.0,       98,5.0,-13.1,2.0,6.3,915.6,89.0,,-11.4,-14.1,-18.4,,1.3,7.0,4.2,18.0,eor
19470127.0,       98,5.0,-14.6,1.9,8.0,918.0,95.0,,-12.0,-15.2,-14.9,,6.3,7.0,0.5,17.0,eor
19470128.0,       98,5.0,-15.1,1.6,3.3,920.2,87.0,,-12.7,-19.2,-23.1,,0.0,0.0,8.5,22.0,eor
19470129.0,       98,5.0,-12.0,2.3,5.7,921.6,95.0,,-10.1,-16.5,-22.4,,0.0,1.0,3.5,22.0,eor
19470130.0,       98,5.0,-9.8,2.7,4.0,919.1,91.0,,-6.6,-11.6,-14.0,,0.0,0.0,5.7,21.0,eor
19470131.0,       98,5.0,-9.5,2.4,4.0,918.0,80.0,,-6.0,-12.0,-17.4,,0.0,0.0,8.3,21.0,eor
19470201.0,       98,5.0,-6.0,2.7,3.7,918.0,65.0,,-1.8,-11.1,-14.5,,0.0,0.0,7.7,20.0,eor
19470202.0,       98,5.0,-7.4,2.5,4.3,912.6,71.0,,-3.4,-9.7,-16.7,,0.9,7.0,8.3,19.0,eor
19470203.0,       98,5.0,-6.6,3.6,7.7,903.0,95.0,,-2.9,-9.0,-11.1,,0.0,1.0,0.0,20.0,eor
19470204.0,       98,5.0,-9.0,2.7,7.3,900.0,86.0,,-5.9,-10.9,-10.4,,4.6,7.0,0.5,18.0,eor
19470205.0,       98,5.0,-9.2,2.9,8.0,909.6,96.0,,-8.7,-10.0,-11.9,,3.1,7.0,0.0,20.0,eor
19470206.0,       98,5.0,-12.1,2.3,7.3,919.0,93.0,,-9.0,-13.3,-12.4,,0.4,7.0,0.9,22.0,eor
19470207.0,       98,5.0,-12.5,2.3,4.7,917.2,94.0,,-10.5,-14.8,-15.5,,0.0,1.0,3.6,22.0,eor
19470208.0,       98,5.0,-9.3,2.8,7.3,909.4,86.0,,-4.9,-12.4,-17.7,,2.7,7.0,7.3,21.0,eor
19470209.0,       98,5.0,-5.4,4.0,6.0,914.3,98.0,,-1.6,-11.6,-12.5,,0.9,7.0,0.0,23.0,eor
19470210.0,       98,5.0,-8.1,3.5,7.7,915.2,97.0,,-2.0,-10.6,-6.1,,4.3,7.0,2.4,24.0,eor
19470211.0,       98,5.0,-10.0,2.5,8.0,915.4,95.0,,-7.8,-13.8,-14.6,,3.2,7.0,0.0,27.0,eor
19470212.0,       98,5.0,-2.2,5.1,7.3,916.6,99.0,,-0.2,-8.2,-9.1,,0.0,0.0,0.0,29.0,eor
19470213.0,       98,5.0,-1.6,5.5,4.0,918.7,92.0,,2.7,-4.2,-8.0,,0.0,0.0,3.3,29.0,eor
19470214.0,       98,5.0,-8.9,3.1,3.3,922.2,92.0,,-4.0,-11.4,-12.2,,0.0,0.0,6.7,27.0,eor
19470215.0,       98,5.0,-11.6,2.4,7.3,923.9,94.0,,-9.0,-12.9,-14.0,,3.9,7.0,0.0,25.0,eor
19470216.0,       98,5.0,-12.6,2.3,8.0,923.9,95.0,,-9.9,-14.9,-13.9,,2.7,7.0,2.0,30.0,eor
19470217.0,       98,5.0,-11.7,2.1,4.7,921.4,86.0,,-9.0,-13.5,-15.0,,0.5,7.0,5.9,32.0,eor
19470218.0,       98,5.0,-11.9,2.1,4.0,915.5,88.0,,-9.3,-15.3,-16.9,,0.1,1.0,9.7,30.0,eor
19470219.0,       98,5.0,-10.7,2.7,8.0,914.2,95.0,,-8.8,-12.0,-13.2,,0.2,7.0,0.0,30.0,eor
19470220.0,       98,5.0,-9.8,2.9,8.0,913.4,97.0,,-7.2,-12.4,-13.2,,0.0,1.0,0.0,30.0,eor
19470221.0,       98,5.0,-7.9,3.2,8.0,903.9,96.0,,-6.0,-12.0,-12.9,,4.5,8.0,0.0,30.0,eor
19470222.0,       98,5.0,-2.2,5.5,8.0,899.8,99.0,,1.2,-6.5,-7.2,,4.1,8.0,0.0,33.0,eor
19470223.0,       98,5.0,-11.7,2.4,8.0,913.6,96.0,,-3.9,-12.4,-11.5,,1.9,7.0,0.0,38.0,eor
19470224.0,       98,5.0,-10.6,2.5,4.0,918.8,90.0,,-6.7,-13.5,-15.6,,0.3,7.0,5.6,40.0,eor
19470225.0,       98,5.0,-9.8,2.7,7.3,916.6,89.0,,-6.0,-11.6,-17.5,,0.0,0.0,3.8,38.0,eor
19470226.0,       98,5.0,-6.7,2.1,4.0,922.0,58.0,,-3.5,-12.9,-23.8,,0.0,0.0,10.3,38.0,eor
19470227.0,       98,5.0,-4.7,2.7,6.7,910.8,63.0,,-2.4,-8.1,-13.2,,1.0,7.0,7.1,36.0,eor
19470228.0,       98,5.0,-4.6,4.5,8.0,899.2,98.0,,-1.5,-6.9,-5.6,,4.6,7.0,0.0,36.0,eor
19470301.0,       98,5.0,-8.5,3.2,8.0,906.7,97.0,,-6.6,-9.5,-9.5,,9.8,7.0,0.0,41.0,eor
19470302.0,       98,5.0,-6.6,3.6,7.7,917.5,98.0,,-6.0,-8.8,-10.0,,3.2,7.0,0.0,55.0,eor
19470303.0,       98,5.0,-6.1,3.2,4.0,923.4,82.0,,-0.7,-8.4,-10.1,,0.0,0.0,7.2,57.0,eor
19470304.0,       98,5.0,-4.7,3.2,7.3,919.2,73.0,,-1.9,-9.3,-15.0,,5.7,8.0,3.8,56.0,eor
19470305.0,       98,5.0,1.4,6.7,8.0,904.7,100.0,,3.0,-5.0,-6.6,,0.5,1.0,0.0,57.0,eor
19470306.0,       98,5.0,2.9,7.5,8.0,905.0,100.0,,3.3,1.0,-0.8,,2.3,8.0,0.0,48.0,eor
19470307.0,       98,5.0,-7.7,3.3,8.0,909.8,96.0,,3.2,-9.0,-7.0,,1.3,7.0,0.0,40.0,eor
19470308.0,       98,5.0,-6.4,3.1,4.3,921.2,81.0,,-2.8,-10.2,-13.6,,0.1,7.0,10.3,41.0,eor
19470309.0,       98,5.0,-5.0,3.7,4.7,926.4,86.0,,-2.2,-6.4,-9.4,,0.0,7.0,2.3,40.0,eor
19470310.0,       98,5.0,-3.5,4.4,8.0,920.2,97.0,,-2.0,-8.0,-15.5,,21.7,8.0,0.0,39.0,eor
19470311.0,       98,5.0,-0.1,6.5,8.0,905.9,100.0,,3.3,-2.4,-3.5,,7.9,8.0,0.0,45.0,eor
19470312.0,       98,5.0,-7.5,3.5,8.0,923.4,97.0,,-2.0,-8.8,-9.4,,0.0,7.0,0.0,40.0,eor
19470313.0,       98,5.0,1.0,6.1,7.3,911.4,98.0,,3.3,-8.4,-9.0,,7.6,1.0,0.0,40.0,eor
19470314.0,       98,5.0,-0.8,6.8,8.0,905.0,100.0,,5.0,-5.5,-1.0,,9.4,8.0,0.0,32.0,eor
19470315.0,       98,5.0,-5.6,3.2,5.0,928.3,81.0,,-2.5,-9.3,-11.0,,0.0,0.0,9.6,16.0,eor
19470316.0,       98,5.0,-0.2,5.1,6.0,919.1,87.0,,2.2,-6.2,-7.7,,1.7,1.0,0.8,16.0,eor
19470317.0,       98,5.0,2.8,5.7,5.0,918.4,77.0,,5.6,0.9,-1.5,,0.1,1.0,5.9,13.0,eor
19470318.0,       98,5.0,4.9,8.0,6.0,916.2,91.0,,7.2,1.8,-0.9,,0.1,1.0,2.3,0.0,eor
19470319.0,       98,5.0,4.3,7.7,7.3,909.9,91.0,,6.6,3.0,-0.1,,2.2,1.0,1.1,0.0,eor
19470320.0,       98,5.0,1.0,6.7,8.0,907.6,100.0,,3.5,0.3,-0.8,,7.0,8.0,0.0,0.0,eor
19470321.0,       98,5.0,4.6,8.3,8.0,912.3,100.0,,6.6,0.0,-1.2,,12.2,1.0,0.0,0.0,eor
19470322.0,       98,5.0,4.5,8.3,7.0,909.8,99.0,,6.8,2.9,1.0,,2.7,1.0,0.0,0.0,eor
19470323.0,       98,5.0,4.7,7.3,6.7,910.0,84.0,,7.6,3.1,1.0,,4.4,1.0,4.1,0.0,eor
19470324.0,       98,5.0,3.4,7.1,5.7,909.6,90.0,,5.3,1.8,0.3,,2.9,8.0,2.9,0.0,eor
19470325.0,       98,5.0,-0.4,5.1,3.7,923.4,86.0,,3.8,-3.3,-3.8,,0.9,8.0,5.3,0.0,eor
19470326.0,       98,5.0,1.6,4.8,5.7,922.2,70.0,,4.9,-1.3,-4.8,,0.0,0.0,8.0,0.0,eor
19470327.0,       98,5.0,3.4,6.4,7.7,914.7,83.0,,6.0,-0.3,-1.6,,0.8,1.0,2.4,0.0,eor
19470328.0,       98,5.0,9.1,8.7,7.0,913.6,78.0,,12.7,3.6,1.5,,0.0,0.0,5.7,0.0,eor
19470329.0,       98,5.0,8.4,7.5,8.0,905.5,66.0,,12.2,5.3,5.2,,0.1,1.0,0.9,0.0,eor
19470330.0,       98,5.0,5.3,7.2,7.3,905.0,82.0,,8.8,2.6,0.1,,0.0,0.0,2.4,0.0,eor
19470331.0,       98,5.0,5.0,8.8,5.3,909.5,98.0,,10.1,3.3,0.0,,9.4,1.0,6.5,0.0,eor
19470401.0,       98,5.0,2.6,7.2,5.3,910.3,97.0,,5.7,1.5,1.0,,4.6,8.0,2.4,0.0,eor
19470402.0,       98,5.0,4.5,6.9,5.3,910.0,82.0,,8.6,1.1,-2.6,,0.9,1.0,7.9,0.0,eor
19470403.0,       98,5.0,2.7,7.5,7.7,913.8,99.0,,6.5,1.4,-0.7,,4.4,1.0,2.1,0.0,eor
19470404.0,       98,5.0,2.7,7.2,8.0,909.6,96.0,,3.7,2.1,-0.4,,17.3,8.0,0.0,0.0,eor
19470405.0,       98,5.0,-1.1,4.5,6.7,930.3,83.0,,2.8,-4.0,-4.9,,1.8,7.0,5.9,1.0,eor
19470406.0,       98,5.0,2.8,7.5,8.0,924.2,100.0,,5.0,-1.3,-2.9,,28.0,8.0,0.0,2.0,eor
19470407.0,       98,5.0,4.8,7.2,7.3,924.2,85.0,,6.2,3.0,1.7,,0.8,1.0,1.8,0.0,eor
19470408.0,       98,5.0,3.9,8.3,8.0,923.0,97.0,,9.0,1.6,0.7,,10.6,8.0,0.0,0.0,eor
19470409.0,       98,5.0,-2.2,5.1,7.0,927.0,96.0,,2.2,-2.6,-3.4,,3.9,7.0,0.0,2.0,eor
19470410.0,       98,5.0,-0.5,5.2,6.3,943.6,91.0,,2.0,-5.0,-7.5,,0.0,0.0,4.8,4.0,eor
19470411.0,       98,5.0,2.8,5.5,2.7,942.3,75.0,,7.0,-1.2,-4.3,,0.0,0.0,11.0,0.0,eor
19470412.0,       98,5.0,4.8,4.9,0.3,939.4,59.0,,10.6,-0.1,-2.9,,0.0,0.0,13.2,0.0,eor
19470413.0,       98,5.0,9.4,5.5,1.0,937.2,48.0,,15.5,3.3,-0.2,,0.0,0.0,13.2,0.0,eor
19470414.0,       98,5.0,11.6,5.6,7.3,934.7,41.0,,15.6,7.6,3.3,,0.0,0.0,11.0,0.0,eor
19470415.0,       98,5.0,10.8,9.6,5.0,937.5,74.0,,15.8,6.1,3.6,,0.0,0.0,10.2,0.0,eor
19470416.0,       98,5.0,12.1,9.2,3.0,935.2,68.0,,17.2,7.0,5.0,,0.0,0.0,9.3,0.0,eor
19470417.0,       98,5.0,12.4,9.1,4.7,929.8,64.0,,19.0,9.6,6.5,,3.3,1.0,9.6,0.0,eor
19470418.0,       98,5.0,7.7,8.8,5.3,929.0,85.0,,12.5,2.7,2.0,,0.0,0.0,9.3,0.0,eor
19470419.0,       98,5.0,8.8,10.1,5.0,926.7,88.0,,14.5,6.2,3.0,,9.9,1.0,6.2,0.0,eor
19470420.0,       98,5.0,10.2,8.8,6.0,927.0,73.0,,14.5,6.2,2.0,,0.0,1.0,10.0,0.0,eor
19470421.0,       98,5.0,7.9,7.5,5.7,928.4,70.0,,10.9,4.5,4.1,,1.0,1.0,9.5,0.0,eor
19470422.0,       98,5.0,11.6,7.5,6.0,924.2,57.0,,16.7,5.4,1.4,,0.1,1.0,8.5,0.0,eor
19470423.0,       98,5.0,7.2,7.1,5.7,923.1,73.0,,11.8,3.3,1.2,,3.6,1.0,7.4,0.0,eor
19470424.0,       98,5.0,5.2,5.7,6.7,927.4,67.0,,7.8,1.9,0.3,,0.0,1.0,5.0,0.0,eor
19470425.0,       98,5.0,9.3,7.2,3.7,935.2,68.0,,14.5,1.1,-1.8,,0.0,0.0,12.1,0.0,eor
19470426.0,       98,5.0,8.2,8.5,6.0,932.3,74.0,,13.0,5.3,6.1,,0.0,1.0,5.5,0.0,eor
19470427.0,       98,5.0,10.6,8.0,3.3,930.6,64.0,,16.0,1.9,-3.2,,0.0,0.0,12.4,0.0,eor
19470428.0,       98,5.0,4.2,8.1,8.0,922.3,96.0,,12.2,2.0,3.7,,13.6,1.0,0.1,0.0,eor
19470429.0,       98,5.0,3.5,6.5,6.3,926.6,85.0,,5.7,0.6,-1.3,,0.7,1.0,2.7,0.0,eor
19470430.0,       98,5.0,2.6,7.2,8.0,912.8,95.0,,5.3,1.2,0.6,,7.3,8.0,0.6,0.0,eor
19470501.0,       98,5.0,1.2,6.5,8.0,919.9,100.0,,3.4,-0.4,-1.3,,1.0,8.0,0.2,0.0,eor
19470502.0,       98,5.0,3.0,7.2,7.3,921.5,96.0,,5.0,-0.5,-2.9,,1.4,8.0,0.0,0.0,eor
19470503.0,       98,5.0,5.2,7.9,7.3,923.6,90.0,,7.3,3.2,1.6,,0.0,0.0,1.3,0.0,eor
19470504.0,       98,5.0,5.2,6.0,7.7,923.0,70.0,,9.0,0.3,-0.6,,0.0,1.0,3.5,0.0,eor
19470505.0,       98,5.0,3.8,6.1,7.0,927.8,77.0,,5.8,1.5,0.1,,0.0,1.0,0.5,0.0,eor
19470506.0,       98,5.0,9.0,6.7,7.7,931.1,60.0,,11.5,4.3,1.6,,0.0,0.0,0.0,0.0,eor
19470507.0,       98,5.0,12.7,6.9,2.7,930.8,48.0,,17.1,7.8,5.5,,0.0,0.0,12.8,0.0,eor
19470508.0,       98,5.0,15.4,8.8,2.7,928.6,50.0,,19.7,9.3,6.5,,0.0,0.0,11.9,0.0,eor
19470509.0,       98,5.0,16.7,9.2,3.3,927.1,48.0,,21.5,12.5,8.7,,0.0,0.0,13.5,0.0,eor
19470510.0,       98,5.0,13.4,9.6,4.7,925.9,60.0,,21.9,9.5,7.8,,1.2,1.0,9.3,0.0,eor
19470511.0,       98,5.0,12.7,11.9,6.7,928.8,81.0,,19.1,9.5,7.0,,14.3,1.0,5.1,0.0,eor
19470512.0,       98,5.0,16.8,10.1,7.0,929.0,53.0,,20.8,11.9,8.6,,0.0,0.0,4.3,0.0,eor
19470513.0,       98,5.0,16.0,9.1,7.0,927.2,48.0,,20.4,12.5,9.6,,0.0,0.0,5.0,0.0,eor
19470514.0,       98,5.0,15.5,10.1,2.0,921.1,56.0,,20.5,11.9,7.9,,0.0,0.0,14.5,0.0,eor
19470515.0,       98,5.0,8.5,11.3,8.0,921.1,94.0,,15.5,5.2,7.7,,0.8,1.0,4.0,0.0,eor
19470516.0,       98,5.0,6.1,8.9,8.0,925.9,96.0,,8.0,3.9,3.1,,5.7,1.0,0.2,0.0,eor
19470517.0,       98,5.0,8.0,10.1,7.3,924.2,94.0,,10.5,5.1,4.1,,1.6,1.0,0.3,0.0,eor
19470518.0,       98,5.0,5.9,9.2,8.0,921.0,98.0,,8.1,5.0,4.6,,9.3,1.0,0.0,0.0,eor
19470519.0,       98,5.0,6.6,9.2,7.7,924.8,95.0,,8.3,4.4,3.1,,0.8,1.0,0.1,0.0,eor
19470520.0,       98,5.0,8.2,10.3,4.3,930.3,93.0,,10.9,5.5,4.0,,0.0,0.0,1.4,0.0,eor
19470521.0,       98,5.0,9.2,9.2,3.0,932.4,73.0,,14.1,5.7,2.2,,0.0,0.0,11.4,0.0,eor
19470522.0,       98,5.0,12.0,9.6,6.3,929.0,67.0,,16.2,5.8,1.9,,0.0,1.0,9.2,0.0,eor
19470523.0,       98,5.0,11.9,11.2,7.0,921.1,80.0,,14.1,8.9,6.3,,1.0,1.0,2.9,0.0,eor
19470524.0,       98,5.0,10.4,11.6,5.7,920.0,92.0,,13.2,8.1,7.6,,16.5,1.0,5.1,0.0,eor
19470525.0,       98,5.0,14.0,11.9,4.0,924.8,73.0,,18.2,10.0,3.5,,0.1,1.0,6.4,0.0,eor
19470526.0,       98,5.0,16.1,13.9,6.3,928.2,74.0,,20.8,11.3,4.7,,12.1,1.0,10.9,0.0,eor
19470527.0,       98,5.0,14.0,14.8,6.0,930.6,90.0,,18.0,12.1,8.2,,0.0,1.0,7.4,0.0,eor
19470528.0,       98,5.0,12.3,10.3,4.3,933.2,71.0,,18.0,7.4,4.3,,0.0,0.0,15.2,0.0,eor
19470529.0,       98,5.0,14.8,11.1,1.0,934.3,65.0,,19.2,8.3,4.9,,0.0,0.0,15.7,0.0,eor
19470530.0,       98,5.0,17.4,11.6,2.7,933.9,57.0,,21.8,11.8,8.2,,0.0,0.0,15.4,0.0,eor
19470531.0,       98,5.0,19.5,11.9,0.0,930.6,53.0,,23.9,14.5,10.3,,0.0,0.0,15.7,0.0,eor
19470601.0,       98,5.0,21.5,14.5,4.7,929.2,56.0,,26.7,17.8,11.1,,0.0,0.0,11.9,0.0,eor
19470602.0,       98,5.0,21.0,14.5,6.0,928.2,58.0,,26.5,17.4,12.6,,1.5,1.0,9.3,0.0,eor
19470603.0,       98,5.0,22.6,14.5,2.0,925.8,53.0,,27.1,18.7,12.3,,0.0,0.0,14.5,0.0,eor
19470604.0,       98,5.0,21.2,15.2,5.0,921.4,58.0,,26.4,18.2,14.6,,7.6,1.0,13.6,0.0,eor
19470605.0,       98,5.0,10.4,10.9,6.7,920.2,85.0,,19.7,9.4,8.2,,4.2,1.0,2.5,0.0,eor
19470606.0,       98,5.0,6.8,9.2,7.3,917.4,90.0,,10.8,5.4,5.4,,11.2,1.0,4.2,0.0,eor
19470607.0,       98,5.0,7.8,10.4,7.3,923.2,98.0,,10.3,5.3,3.7,,8.2,1.0,1.4,0.0,eor
19470608.0,       98,5.0,8.0,9.3,7.7,927.0,87.0,,10.5,6.1,5.4,,4.7,1.0,1.6,0.0,eor
19470609.0,       98,5.0,6.5,9.3,7.7,928.8,96.0,,8.0,5.2,4.1,,8.7,1.0,0.7,0.0,eor
19470610.0,       98,5.0,6.8,7.7,5.0,934.4,77.0,,10.2,4.4,2.8,,0.0,1.0,10.7,0.0,eor
19470611.0,       98,5.0,8.2,9.2,8.0,928.7,84.0,,11.0,3.6,-0.3,,1.0,1.0,0.2,0.0,eor
19470612.0,       98,5.0,7.2,7.2,2.3,923.8,71.0,,12.7,2.2,0.2,,0.0,0.0,12.5,0.0,eor
19470613.0,       98,5.0,11.7,8.8,1.7,920.8,62.0,,17.0,5.9,2.0,,0.0,1.0,15.6,0.0,eor
19470614.0,       98,5.0,13.2,10.4,7.0,918.3,69.0,,16.2,8.5,4.9,,5.6,1.0,3.3,0.0,eor
19470615.0,       98,5.0,8.5,10.8,8.0,917.1,99.0,,14.0,6.6,5.3,,12.7,1.0,0.2,0.0,eor
19470616.0,       98,5.0,9.0,9.7,4.0,930.8,86.0,,12.2,5.5,4.1,,4.2,1.0,5.6,0.0,eor
19470617.0,       98,5.0,13.5,10.5,4.3,933.0,67.0,,18.6,7.3,0.3,,0.0,0.0,14.7,0.0,eor
19470618.0,       98,5.0,16.0,8.7,1.3,929.5,48.0,,19.7,9.5,5.1,,0.0,0.0,16.2,0.0,eor
19470619.0,       98,5.0,16.1,13.1,7.0,927.9,70.0,,20.1,13.3,7.5,,0.1,1.0,8.1,0.0,eor
19470620.0,       98,5.0,15.6,14.1,7.3,928.3,80.0,,20.1,11.7,10.0,,3.3,1.0,6.3,0.0,eor
19470621.0,       98,5.0,14.2,15.6,6.3,925.1,94.0,,18.1,12.0,10.3,,6.4,1.0,6.5,0.0,eor
19470622.0,       98,5.0,10.7,11.9,7.3,925.0,91.0,,14.6,9.5,8.2,,1.3,1.0,6.1,0.0,eor
19470623.0,       98,5.0,9.7,11.1,6.3,929.9,92.0,,13.2,7.9,6.0,,1.8,1.0,3.5,0.0,eor
19470624.0,       98,5.0,14.6,10.5,2.3,930.7,64.0,,18.0,7.4,3.1,,0.0,0.0,15.5,0.0,eor
19470625.0,       98,5.0,20.5,14.1,1.3,928.8,61.0,,26.1,13.0,9.9,,0.0,0.0,15.6,0.0,eor
19470626.0,       98,5.0,23.2,17.5,1.0,931.9,61.0,,28.7,15.1,11.7,,0.0,0.0,15.4,0.0,eor
19470627.0,       98,5.0,24.8,16.8,2.0,933.4,53.0,,29.6,20.2,16.4,,0.0,0.0,15.0,0.0,eor
19470628.0,       98,5.0,23.2,17.9,2.0,931.6,60.0,,28.3,20.2,17.4,,0.0,0.0,12.7,0.0,eor
19470629.0,       98,5.0,21.8,15.6,2.7,931.6,59.0,,27.5,18.9,14.5,,0.0,0.0,13.1,0.0,eor
19470630.0,       98,5.0,15.8,17.7,7.7,932.3,98.0,,20.2,14.9,13.9,,9.0,1.0,3.4,0.0,eor
19470701.0,       98,5.0,11.8,13.7,6.0,930.6,96.0,,15.5,10.0,11.5,,0.8,1.0,1.8,0.0,eor
19470702.0,       98,5.0,12.2,11.7,5.0,931.5,84.0,,15.4,8.9,6.0,,0.0,0.0,4.8,0.0,eor
19470703.0,       98,5.0,16.8,12.0,3.3,931.0,63.0,,21.0,10.7,5.3,,0.0,0.0,8.7,0.0,eor
19470704.0,       98,5.0,20.4,13.2,3.0,927.0,55.0,,25.0,15.0,9.9,,0.0,0.0,13.3,0.0,eor
19470705.0,       98,5.0,11.4,13.5,7.7,919.9,94.0,,20.0,8.6,13.0,,2.8,1.0,2.6,0.0,eor
19470706.0,       98,5.0,8.8,9.3,6.0,923.6,84.0,,11.2,6.0,3.6,,0.0,0.0,3.5,0.0,eor
19470707.0,       98,5.0,13.7,12.3,6.7,920.6,78.0,,20.6,7.4,5.1,,4.8,1.0,6.5,0.0,eor
19470708.0,       98,5.0,11.2,9.1,6.0,918.2,72.0,,15.4,6.3,5.2,,0.4,1.0,9.7,0.0,eor
19470709.0,       98,5.0,9.0,10.0,7.3,913.4,85.0,,12.4,7.1,7.5,,5.9,1.0,1.4,0.0,eor
19470710.0,       98,5.0,7.7,10.5,7.7,916.6,100.0,,10.3,6.5,5.3,,17.0,1.0,0.5,0.0,eor
19470711.0,       98,5.0,9.0,10.8,7.7,917.4,94.0,,10.3,7.1,5.7,,2.0,1.0,0.6,0.0,eor
19470712.0,       98,5.0,10.3,10.9,6.3,928.0,88.0,,14.1,6.9,5.7,,0.1,1.0,4.4,0.0,eor
19470713.0,       98,5.0,12.8,10.4,3.3,935.5,72.0,,16.5,7.9,6.0,,0.0,0.0,12.9,0.0,eor
19470714.0,       98,5.0,14.0,14.0,4.0,935.2,85.0,,18.0,10.4,5.7,,0.0,0.0,12.1,0.0,eor
19470715.0,       98,5.0,15.9,11.9,1.0,931.8,67.0,,21.0,10.5,8.7,,0.0,0.0,14.8,0.0,eor
19470716.0,       98,5.0,17.0,11.2,1.0,928.8,58.0,,21.8,12.8,9.8,,0.0,0.0,15.2,0.0,eor
19470717.0,       98,5.0,17.7,11.5,3.0,927.5,57.0,,22.0,13.7,10.7,,0.0,0.0,13.5,0.0,eor
19470718.0,       98,5.0,16.0,11.9,3.0,924.3,63.0,,21.5,12.5,9.7,,0.0,0.0,12.0,0.0,eor
19470719.0,       98,5.0,15.8,12.1,3.0,921.0,66.0,,21.9,10.8,8.6,,0.0,1.0,10.9,0.0,eor
19470720.0,       98,5.0,13.2,13.9,7.7,921.8,89.0,,16.0,11.2,8.6,,6.0,1.0,1.2,0.0,eor
19470721.0,       98,5.0,14.8,12.3,5.0,928.8,75.0,,18.6,10.9,9.5,,0.0,0.0,9.0,0.0,eor
19470722.0,       98,5.0,19.6,14.3,2.0,933.6,63.0,,24.9,13.0,7.7,,0.0,0.0,14.0,0.0,eor
19470723.0,       98,5.0,22.0,13.2,3.3,933.5,49.0,,26.3,17.5,11.5,,0.1,1.0,9.3,0.0,eor
19470724.0,       98,5.0,21.5,14.9,3.7,931.9,57.0,,28.5,17.0,12.2,,15.0,1.0,10.5,0.0,eor
