,Stations_id,Date,Quality,Air_temperature,Steam_pressure,Cloudiness,Airpressure_stationsheight,relative_moisture,Air_speed,Air_temperature_max,Air_temperature_min,Soil_tem_min,Wind_speed_max,Rain,Rain_ind,Sunny_hours,Snow_height,eor
2126,      450,19501028.0,5.0,1.6,5.7,7.0,,84.0,,5.3,-0.8,-3.8,,0.3,1.0,0.0,0.0,eor
2127,      450,19501029.0,5.0,5.3,6.0,6.7,,68.0,,7.0,1.3,-2.6,,0.0,0.0,0.0,0.0,eor
2128,      450,19501030.0,5.0,4.2,5.5,3.7,,64.0,,10.4,1.4,0.3,,0.0,0.0,6.1,0.0,eor
2129,      450,19501031.0,5.0,4.4,5.9,6.0,,70.0,,10.0,-2.6,-5.2,,0.0,0.0,3.1,0.0,eor
2130,      450,19501101.0,5.0,3.9,6.1,2.7,,75.0,,12.4,-2.5,-4.1,,0.1,1.0,5.6,0.0,eor
2131,      450,19501102.0,5.0,6.7,8.5,8.0,,89.0,,9.5,2.0,-0.2,,8.6,1.0,0.0,0.0,eor
2132,      450,19501103.0,5.0,6.2,7.9,8.0,,81.0,,11.0,4.1,3.8,,5.5,1.0,0.0,0.0,eor
2133,      450,19501104.0,5.0,5.5,7.6,8.0,,84.0,,6.9,5.0,3.8,,0.2,1.0,0.0,0.0,eor
2134,      450,19501105.0,5.0,5.3,7.9,8.0,,87.0,,6.8,3.8,3.3,,0.2,1.0,0.0,0.0,eor
2135,      450,19501106.0,5.0,4.9,7.7,8.0,,88.0,,6.4,3.5,2.3,,0.3,1.0,0.0,0.0,eor
2136,      450,19501107.0,5.0,4.8,7.2,7.3,,83.0,,7.4,3.0,2.9,,0.1,1.0,0.0,0.0,eor
2137,      450,19501108.0,5.0,6.4,7.3,8.0,,79.0,,8.0,3.9,1.2,,0.6,1.0,0.0,0.0,eor
2138,      450,19501109.0,5.0,5.5,7.1,3.7,,80.0,,10.7,0.6,2.8,,0.3,1.0,5.1,0.0,eor
2139,      450,19501110.0,5.0,12.9,10.7,8.0,,76.0,,16.3,3.4,0.2,,3.6,1.0,1.9,0.0,eor
2140,      450,19501111.0,5.0,10.2,9.9,7.7,,78.0,,17.3,8.4,8.8,,0.1,1.0,0.0,0.0,eor
2141,      450,19501112.0,5.0,8.4,9.1,7.0,,80.0,,13.0,7.3,6.3,,7.3,1.0,0.0,0.0,eor
2142,      450,19501113.0,5.0,8.4,9.2,6.0,,81.0,,14.1,6.0,3.8,,17.4,1.0,0.0,0.0,eor
2143,      450,19501114.0,5.0,6.5,7.9,8.0,,79.0,,9.9,4.5,8.3,,4.7,1.0,0.0,0.0,eor
2144,      450,19501115.0,5.0,4.3,7.3,5.3,,85.0,,7.3,2.3,2.9,,4.6,1.0,0.0,0.0,eor
2145,      450,19501116.0,5.0,8.1,8.8,8.0,,88.0,,12.9,0.9,3.2,,6.4,1.0,0.0,0.0,eor
2146,      450,19501117.0,5.0,7.4,8.0,8.0,,78.0,,12.4,6.0,5.3,,3.0,1.0,0.0,0.0,eor
2147,      450,19501118.0,5.0,5.2,8.0,6.7,,87.0,,9.1,3.4,1.8,,0.1,1.0,1.0,0.0,eor
2148,      450,19501119.0,5.0,6.8,8.1,7.3,,84.0,,11.0,3.0,-1.3,,9.3,1.0,1.9,0.0,eor
2149,      450,19501120.0,5.0,7.8,7.9,5.3,,74.0,,9.7,6.3,3.3,,3.8,1.0,0.0,0.0,eor
2150,      450,19501121.0,5.0,8.0,7.9,6.7,,72.0,,10.9,5.3,2.3,,4.7,1.0,0.0,0.0,eor
2151,      450,19501122.0,5.0,7.3,8.3,7.0,,79.0,,10.4,5.8,2.8,,2.2,1.0,1.6,0.0,eor
2152,      450,19501123.0,5.0,7.0,8.1,8.0,,81.0,,8.8,5.1,3.3,,4.8,1.0,0.0,0.0,eor
2153,      450,19501124.0,5.0,6.5,8.0,7.3,,81.0,,8.9,5.0,3.3,,0.3,1.0,0.0,0.0,eor
2154,      450,19501125.0,5.0,3.2,7.1,7.3,,89.0,,6.4,1.0,-0.6,,0.0,0.0,0.0,0.0,eor
2155,      450,19501126.0,5.0,2.4,6.3,8.0,,89.0,,4.0,0.5,3.0,,0.0,0.0,0.0,0.0,eor
2156,      450,19501127.0,5.0,0.6,5.7,0.7,,87.0,,5.9,-4.5,-4.6,,2.1,1.0,6.2,0.0,eor
2157,      450,19501128.0,5.0,9.9,10.4,8.0,,89.0,,14.0,-1.1,-3.4,,4.3,1.0,0.0,0.0,eor
2158,      450,19501129.0,5.0,8.0,8.7,7.0,,77.0,,13.9,5.9,5.8,,2.4,1.0,0.0,0.0,eor
2159,      450,19501130.0,5.0,7.3,7.6,7.7,,75.0,,8.5,5.5,3.3,,0.0,0.0,0.0,0.0,eor
2160,      450,19501201.0,5.0,8.8,8.1,7.7,,72.0,,11.1,5.5,6.3,,11.3,1.0,0.0,0.0,eor
2161,      450,19501202.0,5.0,6.6,7.6,7.3,,74.0,,11.9,4.5,5.8,,22.5,8.0,0.0,0.0,eor
2162,      450,19501203.0,5.0,3.1,6.4,7.3,,86.0,,4.9,0.5,-0.2,,7.8,8.0,0.0,0.0,eor
2163,      450,19501204.0,5.0,1.2,4.8,6.7,,72.0,,4.4,0.6,-1.1,,0.3,7.0,0.0,0.0,eor
2164,      450,19501205.0,5.0,0.1,5.2,8.0,,82.0,,1.7,-0.3,-2.5,,0.4,7.0,0.0,0.0,eor
2165,      450,19501206.0,5.0,0.0,5.2,8.0,,85.0,,1.4,-2.9,-5.7,,0.0,0.0,0.0,0.0,eor
2166,      450,19501207.0,5.0,-1.3,4.7,7.7,,84.0,,0.6,-3.3,-3.6,,1.6,7.0,1.6,0.0,eor
2167,      450,19501208.0,5.0,-1.8,4.9,5.0,,91.0,,0.3,-4.0,-5.4,,0.0,0.0,5.6,0.0,eor
2168,      450,19501209.0,5.0,-3.4,4.5,5.3,,93.0,,-1.6,-9.6,-8.7,,0.0,0.0,0.0,0.0,eor
2169,      450,19501210.0,5.0,-3.4,4.4,8.0,,95.0,,-1.6,-7.0,-7.0,,3.0,1.0,0.0,0.0,eor
2170,      450,19501211.0,5.0,3.6,6.9,8.0,,86.0,,5.3,-2.0,-2.1,,5.0,1.0,0.0,0.0,eor
2171,      450,19501212.0,5.0,2.5,6.4,8.0,,86.0,,4.1,1.7,1.0,,1.8,1.0,0.0,0.0,eor
2172,      450,19501213.0,5.0,1.1,5.5,7.3,,83.0,,3.2,-0.8,-3.2,,1.6,8.0,1.2,0.0,eor
2173,      450,19501214.0,5.0,3.0,6.9,7.7,,91.0,,6.1,0.5,-0.2,,2.4,1.0,0.8,0.0,eor
2174,      450,19501215.0,5.0,2.8,6.1,7.3,,80.0,,5.7,1.0,1.9,,1.2,1.0,0.0,0.0,eor
2175,      450,19501216.0,5.0,0.7,4.7,7.3,,73.0,,1.9,0.0,-0.7,,1.8,7.0,1.0,0.0,eor
2176,      450,19501217.0,5.0,0.7,4.9,7.7,,77.0,,1.5,-0.3,-1.4,,0.5,7.0,0.6,2.0,eor
2177,      450,19501218.0,5.0,1.2,5.3,6.3,,80.0,,2.9,-0.5,-1.2,,0.0,0.0,0.0,1.0,eor
2178,      450,19501219.0,5.0,-0.3,4.9,5.0,,78.0,,2.5,-2.0,-1.8,,0.0,0.0,0.0,0.0,eor
2179,      450,19501220.0,5.0,-3.0,4.4,8.0,,90.0,,-2.2,-5.6,-6.7,,0.4,7.0,0.0,0.0,eor
2180,      450,19501221.0,5.0,-2.3,4.0,8.0,,75.0,,-0.2,-3.1,-2.4,,0.0,0.0,0.0,0.0,eor
2181,      450,19501222.0,5.0,-3.5,3.6,5.0,,77.0,,-2.7,-4.1,-4.2,,0.0,0.0,2.2,0.0,eor
2182,      450,19501223.0,5.0,-2.5,3.9,4.0,,76.0,,0.1,-5.7,-7.8,,0.0,0.0,6.6,0.0,eor
2183,      450,19501224.0,5.0,-3.3,3.9,8.0,,82.0,,-2.1,-4.7,-6.6,,0.0,0.0,0.0,0.0,eor
2184,      450,19501225.0,5.0,0.3,5.1,8.0,,81.0,,1.9,-2.5,-3.0,,7.2,7.0,0.0,0.0,eor
2185,      450,19501226.0,5.0,-0.3,5.3,8.0,,88.0,,1.4,-1.2,-1.8,,8.4,7.0,0.0,12.0,eor
2186,      450,19501227.0,5.0,-0.4,5.2,8.0,,88.0,,1.5,-1.8,-1.0,,2.6,7.0,0.0,18.0,eor
2187,      450,19501228.0,5.0,-4.2,3.6,7.3,,79.0,,0.4,-5.4,-1.8,,0.0,0.0,0.0,18.0,eor
2188,      450,19501229.0,5.0,-8.5,2.8,7.3,,81.0,,-4.2,-11.3,-3.7,,0.0,0.0,0.0,18.0,eor
2189,      450,19501230.0,5.0,-8.2,2.4,8.0,,74.0,,-6.5,-12.7,-7.7,,0.0,7.0,0.0,18.0,eor
2190,      450,19501231.0,5.0,-3.8,3.3,8.0,,73.0,,-1.7,-9.7,-6.1,,0.4,1.0,1.3,18.0,eor
2191,      450,19510101.0,5.0,3.4,6.0,6.0,,77.0,,4.8,-2.6,-2.2,,4.5,1.0,0.0,0.0,eor
2192,      450,19510102.0,5.0,1.6,6.4,6.0,,90.0,,4.5,-0.5,-1.8,,1.7,1.0,0.0,0.0,eor
2193,      450,19510103.0,5.0,2.3,5.6,7.7,,78.0,,3.4,-2.6,-4.0,,0.0,0.0,0.0,0.0,eor
2194,      450,19510104.0,5.0,2.4,5.7,7.7,,79.0,,4.4,0.4,-2.3,,5.2,1.0,2.4,0.0,eor
2195,      450,19510105.0,5.0,8.4,7.9,7.3,,72.0,,9.9,1.4,0.3,,0.0,0.0,0.4,0.0,eor
2196,      450,19510106.0,5.0,5.5,6.8,5.3,,75.0,,9.9,2.5,2.4,,0.0,0.0,0.0,0.0,eor
2197,      450,19510107.0,5.0,7.1,7.7,7.7,,75.0,,9.9,4.8,0.8,,2.0,1.0,0.0,0.0,eor
2198,      450,19510108.0,5.0,6.2,7.5,6.0,,79.0,,8.0,5.2,3.3,,0.6,1.0,0.8,0.0,eor
2199,      450,19510109.0,5.0,4.9,6.4,4.7,,72.0,,8.0,3.5,1.8,,0.6,1.0,3.3,0.0,eor
2200,      450,19510110.0,5.0,3.6,5.9,7.3,,83.0,,7.9,-2.6,-4.1,,0.0,0.0,2.0,0.0,eor
2201,      450,19510111.0,5.0,10.0,7.9,8.0,,66.0,,10.9,4.8,3.6,,3.7,1.0,0.0,0.0,eor
2202,      450,19510112.0,5.0,5.2,6.8,6.7,,76.0,,10.9,3.5,4.5,,1.0,1.0,0.0,0.0,eor
2203,      450,19510113.0,5.0,4.9,6.8,7.7,,77.0,,6.4,3.5,-0.5,,0.0,0.0,0.0,0.0,eor
2204,      450,19510114.0,5.0,6.4,7.9,7.7,,83.0,,7.7,3.5,0.2,,2.6,1.0,0.0,0.0,eor
2205,      450,19510115.0,5.0,4.2,6.5,7.7,,77.0,,7.7,3.0,3.3,,6.0,1.0,0.0,0.0,eor
2206,      450,19510116.0,5.0,3.4,6.3,6.7,,77.0,,6.4,1.6,0.6,,0.9,1.0,0.5,0.0,eor
2207,      450,19510117.0,5.0,5.6,7.6,8.0,,86.0,,7.5,1.0,-1.6,,3.4,1.0,0.0,0.0,eor
2208,      450,19510118.0,5.0,6.5,7.7,8.0,,79.0,,8.9,5.3,5.4,,4.7,1.0,0.0,0.0,eor
2209,      450,19510119.0,5.0,5.1,6.9,8.0,,79.0,,6.6,2.0,2.5,,1.8,1.0,0.0,0.0,eor
2210,      450,19510120.0,5.0,8.8,9.7,8.0,,85.0,,9.9,5.0,4.0,,5.5,1.0,0.0,0.0,eor
2211,      450,19510121.0,5.0,4.8,8.3,8.0,,95.0,,9.2,3.8,3.4,,3.4,1.0,0.0,0.0,eor
2212,      450,19510122.0,5.0,6.1,8.4,8.0,,88.0,,7.9,3.5,4.1,,1.7,1.0,0.0,0.0,eor
2213,      450,19510123.0,5.0,6.2,8.1,8.0,,87.0,,7.8,3.0,3.6,,0.3,1.0,0.0,0.0,eor
2214,      450,19510124.0,5.0,5.5,6.7,6.3,,74.0,,6.9,4.7,2.4,,0.0,0.0,1.2,0.0,eor
2215,      450,19510125.0,5.0,2.8,5.7,8.0,,77.0,,6.4,2.0,2.8,,0.0,0.0,0.0,0.0,eor
2216,      450,19510126.0,5.0,3.9,6.9,8.0,,87.0,,5.2,1.7,1.3,,0.0,0.0,0.0,0.0,eor
2217,      450,19510127.0,5.0,4.5,6.9,7.7,,82.0,,6.4,2.0,-0.2,,0.0,0.0,0.0,0.0,eor
2218,      450,19510128.0,5.0,4.6,6.7,8.0,,79.0,,5.7,3.4,2.8,,0.0,0.0,0.0,0.0,eor
2219,      450,19510129.0,5.0,3.0,6.1,8.0,,82.0,,5.8,2.6,1.8,,0.0,0.0,0.0,0.0,eor
2220,      450,19510130.0,5.0,2.4,6.3,8.0,,87.0,,3.8,1.8,1.4,,0.0,0.0,0.0,0.0,eor
2221,      450,19510131.0,5.0,3.0,6.4,8.0,,86.0,,3.5,2.0,1.4,,0.3,1.0,0.0,0.0,eor
2222,      450,19510201.0,5.0,3.7,6.8,8.0,,87.0,,5.9,2.0,1.7,,0.1,1.0,0.0,0.0,eor
2223,      450,19510202.0,5.0,3.9,6.9,8.0,,86.0,,5.4,3.0,2.0,,0.0,0.0,0.0,0.0,eor
2224,      450,19510203.0,5.0,3.4,5.9,6.7,,76.0,,5.5,1.2,-0.5,,0.4,1.0,0.0,0.0,eor
2225,      450,19510204.0,5.0,7.2,6.8,7.3,,70.0,,9.1,3.6,1.8,,4.2,1.0,2.2,0.0,eor
2226,      450,19510205.0,5.0,6.2,7.3,5.3,,75.0,,8.9,5.0,3.6,,0.0,0.0,0.0,0.0,eor
2227,      450,19510206.0,5.0,6.0,6.5,7.7,,69.0,,9.1,4.4,1.1,,0.0,0.0,2.1,0.0,eor
2228,      450,19510207.0,5.0,4.0,6.4,2.0,,79.0,,8.9,1.0,-1.9,,1.4,1.0,4.8,0.0,eor
2229,      450,19510208.0,5.0,8.2,7.3,7.7,,68.0,,10.4,2.5,-1.2,,0.1,1.0,0.0,0.0,eor
2230,      450,19510209.0,5.0,8.0,8.1,8.0,,74.0,,11.8,5.6,5.3,,9.3,1.0,0.0,0.0,eor
2231,      450,19510210.0,5.0,4.5,7.2,5.7,,87.0,,6.8,3.0,2.4,,1.6,1.0,0.0,0.0,eor
2232,      450,19510211.0,5.0,6.8,7.9,8.0,,79.0,,8.9,4.8,1.1,,0.1,1.0,0.3,0.0,eor
2233,      450,19510212.0,5.0,7.6,7.7,5.7,,75.0,,11.0,4.0,1.8,,0.0,0.0,4.5,0.0,eor
2234,      450,19510213.0,5.0,5.6,7.3,5.7,,79.0,,8.0,3.5,-0.6,,0.0,1.0,0.0,0.0,eor
2235,      450,19510214.0,5.0,6.3,7.3,7.3,,77.0,,7.1,3.5,1.7,,0.1,1.0,0.0,0.0,eor
2236,      450,19510215.0,5.0,4.8,7.1,8.0,,82.0,,7.5,4.0,1.4,,0.0,0.0,1.0,0.0,eor
2237,      450,19510216.0,5.0,2.7,5.7,2.3,,78.0,,10.0,-2.5,-4.7,,0.2,1.0,6.1,0.0,eor
2238,      450,19510217.0,5.0,7.9,8.5,8.0,,81.0,,9.9,0.8,-0.5,,1.9,1.0,0.0,0.0,eor
2239,      450,19510218.0,5.0,4.9,4.8,0.3,,55.0,,9.4,2.5,1.3,,1.0,1.0,7.6,0.0,eor
2240,      450,19510219.0,5.0,4.8,6.9,6.0,,80.0,,7.3,4.0,1.3,,1.1,1.0,1.2,0.0,eor
2241,      450,19510220.0,5.0,8.0,7.5,7.0,,73.0,,10.0,4.0,2.3,,12.9,1.0,1.7,0.0,eor
2242,      450,19510221.0,5.0,4.5,6.5,7.7,,76.0,,10.0,3.2,2.3,,8.0,1.0,2.3,0.0,eor
2243,      450,19510222.0,5.0,4.3,6.4,8.0,,76.0,,7.7,3.4,2.0,,0.7,1.0,3.7,0.0,eor
2244,      450,19510223.0,5.0,4.5,6.5,7.3,,77.0,,6.4,3.3,1.2,,0.0,0.0,0.3,0.0,eor
2245,      450,19510224.0,5.0,4.0,5.6,3.7,,71.0,,9.8,-0.7,-3.2,,0.0,0.0,3.8,0.0,eor
2246,      450,19510225.0,5.0,2.2,6.0,4.7,,81.0,,8.9,-0.5,0.1,,0.0,0.0,3.2,0.0,eor
2247,      450,19510226.0,5.0,0.9,5.5,6.0,,84.0,,5.6,-2.1,-3.4,,1.6,8.0,1.4,0.0,eor
2248,      450,19510227.0,5.0,1.7,5.7,7.0,,83.0,,5.0,-0.1,-1.7,,0.0,1.0,1.1,0.0,eor
2249,      450,19510228.0,5.0,1.4,4.8,7.7,,70.0,,3.1,0.6,-0.4,,0.0,0.0,1.9,0.0,eor
2250,      450,19510301.0,5.0,1.7,4.9,7.7,,73.0,,3.9,-0.4,-1.2,,2.6,7.0,0.3,0.0,eor
2251,      450,19510302.0,5.0,1.0,5.6,8.0,,85.0,,2.9,0.5,-0.2,,0.7,7.0,0.0,2.0,eor
2252,      450,19510303.0,5.0,-1.1,4.1,5.3,,73.0,,1.5,-3.0,-5.4,,0.0,0.0,1.1,0.0,eor
2253,      450,19510304.0,5.0,-1.9,4.3,0.7,,77.0,,4.4,-6.1,-7.2,,0.0,0.0,9.0,0.0,eor
2254,      450,19510305.0,5.0,-0.1,4.0,1.3,,67.0,,8.3,-6.4,-8.0,,0.0,0.0,5.6,0.0,eor
2255,      450,19510306.0,5.0,0.7,4.4,0.3,,71.0,,10.6,-5.5,-7.5,,0.0,0.0,7.4,0.0,eor
2256,      450,19510307.0,5.0,4.0,4.5,2.3,,59.0,,9.8,-4.6,-6.8,,0.0,0.0,7.1,0.0,eor
2257,      450,19510308.0,5.0,3.7,6.3,8.0,,78.0,,5.6,3.2,1.7,,0.0,0.0,0.0,0.0,eor
2258,      450,19510309.0,5.0,1.4,5.7,8.0,,85.0,,3.7,1.0,0.8,,0.0,1.0,0.0,0.0,eor
2259,      450,19510310.0,5.0,4.5,6.5,7.7,,79.0,,7.2,0.8,0.3,,0.2,1.0,0.3,0.0,eor
2260,      450,19510311.0,5.0,5.8,6.9,8.0,,77.0,,7.4,1.9,1.1,,0.5,1.0,0.0,0.0,eor
2261,      450,19510312.0,5.0,7.8,6.9,3.3,,65.0,,12.2,5.7,5.3,,0.0,0.0,7.0,0.0,eor
2262,      450,19510313.0,5.0,9.6,7.7,7.7,,62.0,,16.0,3.1,0.6,,5.5,1.0,4.0,0.0,eor
2263,      450,19510314.0,5.0,8.4,7.2,7.0,,65.0,,11.8,7.0,5.3,,5.4,1.0,5.0,0.0,eor
2264,      450,19510315.0,5.0,8.2,7.3,6.3,,67.0,,12.1,5.5,4.4,,0.4,1.0,0.0,0.0,eor
2265,      450,19510316.0,5.0,9.4,8.3,7.7,,74.0,,15.4,-0.5,-2.6,,5.2,1.0,4.5,0.0,eor
2266,      450,19510317.0,5.0,12.3,12.9,8.0,,85.0,,17.0,10.0,8.8,,7.5,1.0,1.4,0.0,eor
2267,      450,19510318.0,5.0,10.2,9.2,7.3,,71.0,,13.9,8.2,7.8,,4.5,1.0,1.4,0.0,eor
2268,      450,19510319.0,5.0,8.1,8.4,8.0,,76.0,,12.9,6.3,5.8,,2.8,1.0,0.0,0.0,eor
2269,      450,19510320.0,5.0,3.1,5.1,4.3,,65.0,,7.8,1.6,0.8,,0.0,0.0,6.2,0.0,eor
2270,      450,19510321.0,5.0,3.2,5.1,0.0,,65.0,,8.8,-0.7,-3.3,,0.0,0.0,9.0,0.0,eor
2271,      450,19510322.0,5.0,5.8,6.5,8.0,,72.0,,7.9,2.2,-0.7,,1.6,1.0,0.0,0.0,eor
2272,      450,19510323.0,5.0,12.6,9.2,7.7,,66.0,,15.0,7.3,6.1,,2.4,1.0,0.0,0.0,eor
2273,      450,19510324.0,5.0,4.1,6.7,6.7,,79.0,,14.8,2.7,3.8,,3.9,1.0,1.5,0.0,eor
2274,      450,19510325.0,5.0,2.0,5.1,4.7,,72.0,,5.7,0.5,1.5,,1.1,7.0,0.0,0.0,eor
2275,      450,19510326.0,5.0,4.3,7.1,8.0,,87.0,,6.4,-1.0,-3.1,,6.0,8.0,3.5,3.0,eor
2276,      450,19510327.0,5.0,5.8,7.6,8.0,,78.0,,10.0,3.2,5.0,,10.8,1.0,1.1,0.0,eor
2277,      450,19510328.0,5.0,2.8,4.9,6.7,,67.0,,6.7,0.7,-2.0,,0.0,0.0,4.5,0.0,eor
2278,      450,19510329.0,5.0,3.4,5.2,4.7,,70.0,,6.6,-1.2,-3.8,,0.0,0.0,3.9,0.0,eor
2279,      450,19510330.0,5.0,5.1,5.9,6.7,,70.0,,8.8,-2.0,-3.8,,0.2,1.0,1.4,0.0,eor
2280,      450,19510331.0,5.0,3.1,6.8,8.0,,86.0,,6.0,1.7,0.7,,2.7,1.0,0.0,0.0,eor
2281,      450,19510401.0,5.0,6.1,7.7,8.0,,81.0,,10.4,2.0,-1.7,,3.4,1.0,0.0,0.0,eor
2282,      450,19510402.0,5.0,7.4,7.7,6.7,,73.0,,12.1,4.7,4.0,,2.0,1.0,5.4,0.0,eor
2283,      450,19510403.0,5.0,5.6,6.9,5.3,,75.0,,10.8,3.9,1.4,,0.0,0.0,3.6,0.0,eor
2284,      450,19510404.0,5.0,8.3,6.5,7.3,,66.0,,13.5,-0.2,-2.7,,0.0,0.0,5.0,0.0,eor
2285,      450,19510405.0,5.0,9.4,7.7,3.0,,65.0,,16.0,7.2,6.8,,0.0,0.0,8.9,0.0,eor
2286,      450,19510406.0,5.0,10.6,8.8,7.3,,74.0,,15.9,0.4,-2.2,,0.0,1.0,4.7,0.0,eor
2287,      450,19510407.0,5.0,9.8,9.3,7.3,,74.0,,15.4,8.5,9.4,,7.4,1.0,1.6,0.0,eor
2288,      450,19510408.0,5.0,5.1,7.2,7.7,,83.0,,9.2,4.6,2.0,,4.1,1.0,2.6,0.0,eor
2289,      450,19510409.0,5.0,6.5,7.7,7.3,,77.0,,10.6,4.2,3.8,,6.7,1.0,0.0,0.0,eor
2290,      450,19510410.0,5.0,6.6,6.8,4.0,,67.0,,11.0,4.8,3.5,,0.1,1.0,4.4,0.0,eor
2291,      450,19510411.0,5.0,5.2,6.7,5.7,,74.0,,11.3,2.6,0.3,,0.0,0.0,5.7,0.0,eor
2292,      450,19510412.0,5.0,7.8,6.5,5.7,,67.0,,13.4,-1.0,-3.2,,0.0,0.0,7.9,0.0,eor
2293,      450,19510413.0,5.0,7.6,7.9,7.3,,72.0,,13.5,4.1,3.9,,0.8,1.0,1.2,0.0,eor
2294,      450,19510414.0,5.0,6.1,6.7,5.0,,68.0,,10.4,0.7,2.4,,1.0,1.0,5.2,0.0,eor
2295,      450,19510415.0,5.0,5.9,6.0,4.0,,64.0,,12.3,2.8,1.0,,0.0,0.0,9.8,0.0,eor
2296,      450,19510416.0,5.0,10.2,6.9,0.7,,62.0,,19.4,3.0,-2.7,,0.0,0.0,11.4,0.0,eor
2297,      450,19510417.0,5.0,9.1,6.8,3.3,,58.0,,15.4,6.1,1.8,,0.0,0.0,9.9,0.0,eor
2298,      450,19510418.0,5.0,13.4,8.5,6.7,,55.0,,19.8,4.6,1.2,,0.0,0.0,8.1,0.0,eor
2299,      450,19510419.0,5.0,12.1,9.9,5.0,,69.0,,21.4,6.5,2.8,,10.7,1.0,6.8,0.0,eor
2300,      450,19510420.0,5.0,7.4,7.9,8.0,,76.0,,10.4,6.4,5.8,,1.3,1.0,0.0,0.0,eor
2301,      450,19510421.0,5.0,8.8,6.7,3.0,,58.0,,14.1,7.0,6.0,,0.0,0.0,10.4,0.0,eor
2302,      450,19510422.0,5.0,7.7,5.9,0.0,,58.0,,14.2,2.0,-1.7,,0.0,0.0,11.5,0.0,eor
2303,      450,19510423.0,5.0,11.9,4.7,0.3,,36.0,,18.0,0.2,-2.3,,0.0,0.0,11.9,0.0,eor
2304,      450,19510424.0,5.0,12.2,6.0,0.7,,45.0,,21.1,4.0,-1.3,,0.0,0.0,11.7,0.0,eor
2305,      450,19510425.0,5.0,14.8,8.4,0.0,,53.0,,26.5,0.1,-0.2,,0.0,0.0,11.8,0.0,eor
2306,      450,19510426.0,5.0,16.3,10.9,6.3,,62.0,,23.3,6.0,3.4,,0.7,1.0,3.0,0.0,eor
2307,      450,19510427.0,5.0,10.2,11.3,8.0,,88.0,,16.9,7.5,9.1,,8.9,1.0,0.0,0.0,eor
2308,      450,19510428.0,5.0,6.6,7.1,7.0,,72.0,,9.2,2.5,6.4,,0.0,1.0,0.8,0.0,eor
2309,      450,19510429.0,5.0,4.6,6.5,7.7,,75.0,,9.0,2.9,-0.5,,0.0,0.0,2.9,0.0,eor
2310,      450,19510430.0,5.0,6.5,6.9,6.7,,75.0,,11.8,1.0,-2.2,,0.0,0.0,1.0,0.0,eor
2311,      450,19510501.0,5.0,11.2,7.2,5.7,,62.0,,19.2,1.5,-2.2,,0.0,0.0,9.3,0.0,eor
2312,      450,19510502.0,5.0,15.4,9.5,1.3,,54.0,,22.3,8.5,3.1,,0.0,0.0,8.9,0.0,eor
2313,      450,19510503.0,5.0,16.7,10.5,4.0,,56.0,,23.7,9.0,6.5,,0.0,0.0,11.2,0.0,eor
2314,      450,19510504.0,5.0,13.0,11.5,4.7,,74.0,,20.7,7.2,3.9,,3.2,1.0,5.8,0.0,eor
2315,      450,19510505.0,5.0,12.6,9.2,2.0,,63.0,,19.0,5.9,3.3,,0.0,0.0,9.1,0.0,eor
2316,      450,19510506.0,5.0,14.3,8.4,2.0,,55.0,,21.5,4.0,2.3,,0.0,1.0,7.7,0.0,eor
2317,      450,19510507.0,5.0,13.4,10.4,7.7,,68.0,,21.0,11.0,8.1,,8.7,1.0,0.7,0.0,eor
2318,      450,19510508.0,5.0,12.3,12.1,7.7,,83.0,,20.8,9.1,10.3,,7.2,1.0,4.4,0.0,eor
2319,      450,19510509.0,5.0,11.9,9.7,6.0,,67.0,,15.5,9.4,8.8,,0.0,0.0,3.3,0.0,eor
2320,      450,19510510.0,5.0,12.1,10.0,7.3,,70.0,,15.5,9.0,7.4,,0.0,0.0,1.9,0.0,eor
2321,      450,19510511.0,5.0,11.0,6.5,2.0,,49.0,,15.5,6.8,3.4,,0.0,0.0,9.8,0.0,eor
2322,      450,19510512.0,5.0,10.6,6.8,2.3,,53.0,,16.9,3.0,-0.2,,0.0,0.0,8.4,0.0,eor
2323,      450,19510513.0,5.0,12.8,8.1,4.7,,58.0,,19.4,2.0,-0.2,,0.7,1.0,7.5,0.0,eor
2324,      450,19510514.0,5.0,9.2,8.7,8.0,,75.0,,13.4,6.8,6.6,,0.2,1.0,0.6,0.0,eor
2325,      450,19510515.0,5.0,8.5,8.7,8.0,,78.0,,10.1,6.7,6.0,,1.9,1.0,0.0,0.0,eor
2326,      450,19510516.0,5.0,8.6,8.3,7.7,,74.0,,14.1,6.4,5.9,,9.2,1.0,0.5,0.0,eor
2327,      450,19510517.0,5.0,11.2,8.8,7.0,,69.0,,15.1,5.5,5.6,,0.8,1.0,1.4,0.0,eor
2328,      450,19510518.0,5.0,14.1,9.7,3.3,,61.0,,20.0,3.5,5.8,,0.0,0.0,9.0,0.0,eor
2329,      450,19510519.0,5.0,16.0,10.7,1.0,,61.0,,23.9,5.5,2.9,,0.0,0.0,12.5,0.0,eor
2330,      450,19510520.0,5.0,15.6,13.2,4.0,,74.0,,21.3,8.0,5.7,,0.2,1.0,11.5,0.0,eor
2331,      450,19510521.0,5.0,14.9,12.0,7.0,,70.0,,21.4,12.7,12.1,,0.9,1.0,4.3,0.0,eor
2332,      450,19510522.0,5.0,12.7,11.5,5.7,,77.0,,21.4,8.0,5.0,,0.2,1.0,3.6,0.0,eor
