id,lat,lon,height,name,state
2225,50.9167,14.3667,385,Hinterhermsdorf,Sachsen
2226,50.4707,10.9106,668,Eisfeld-Waffenrod-Hinterrod,Thüringen
2228,47.8983,8.1055,883,Hinterzarten,Baden-Württemberg
2250,49.1279,12.8645,403,Höllenstein (Kraftwerk),Bayern
2252,50.899,14.7457,270,Bertsdorf-Hörnitz,Sachsen
2253,54.7667,8.2833,10,Hörnum/Sylt,Schleswig-Holstein
2260,50.323,11.9077,474,Hof (Stadt),Bayern
2261,50.3122,11.8761,565,Hof,Bayern
2264,51.5337,9.4786,242,Hofgeismar-Beberbeck,Hessen
2268,50.1352,10.5156,263,Hofheim,Bayern
2289,52.6667,12.3333,28,Hohennauen,Brandenburg
2290,47.8009,11.0108,977,Hohenpeißenberg,Bayern
2290,47.8009,11.0109,977,Hohenpeißenberg,Bayern
2302,50.9632,11.4847,317,Hohlstedt-Kötschau,Thüringen
2303,54.3146,9.539,10,Hohn,Schleswig-Holstein
2306,54.3194,10.6732,8,Hohwacht,Schleswig-Holstein
2315,51.7657,13.1666,81,Holzdorf (Flugplatz),Sachsen-Anhalt
2318,50.2182,7.9133,397,Holzhausen a.d. Haide,Rheinland-Pfalz
2319,47.8823,11.6962,685,Holzkirchen,Bayern
2323,51.8539,9.4953,110,"Bevern, Kr. Holzminden",Niedersachsen
2324,51.7659,9.5447,440,Holzminden-Silberborn,Niedersachsen
2327,50.7316,9.0032,250,Homberg/Ohm,Hessen
2331,49.3283,7.3561,235,Homburg/Saar,Saarland
2338,52.3333,7.55,39,Hopsten (Flugplatz),Nordrhein-Westfalen
2344,50.1511,11.698,582,Horlachen,Bayern
2349,48.6136,8.2034,1119,Hornisgrinde,Baden-Württemberg
2354,51.4379,14.2426,118,Hoyerswerda (Ph),Sachsen
2360,48.6018,11.6769,438,Hüll,Bayern
2362,50.5652,7.4839,328,Hümmerich,Rheinland-Pfalz
2374,54.4752,9.0564,3,Husum,Schleswig-Holstein
2377,47.7001,7.5895,362,Kandern-Gupf,Baden-Württemberg
2385,49.6927,7.3264,376,Idar-Oberstein,Rheinland-Pfalz
2388,48.0419,7.6322,193,Ihringen,Baden-Württemberg
2396,51.8667,10.6833,260,Ilsenburg,Sachsen-Anhalt
2406,49.2967,9.652,209,Ingelfingen,Baden-Württemberg
2409,48.7662,11.4539,360,Ingolstadt (Flussmeisterstelle),Bayern
2410,48.7112,11.5362,364,Ingolstadt (Flugplatz),Bayern
2417,48.1644,12.0307,621,Mittbach,Bayern
2422,51.3768,7.7644,230,Iserlohn-Westig,Nordrhein-Westfalen
2429,53.9897,9.5696,21,Itzehoe,Schleswig-Holstein
2437,54.455,9.5194,21,Schleswig-Jagel,Schleswig-Holstein
2444,50.9251,11.583,155,Jena (Sternwarte),Thüringen
2451,51.7954,12.9583,77,Jessen/Elster,Sachsen-Anhalt
2456,53.5322,7.8806,7,Jever,Niedersachsen
2464,53.5316,9.6752,1,Jork,Niedersachsen
2465,53.5083,9.7376,1,Jork-Moorende,Niedersachsen
2474,50.9104,6.4093,91,Jülich (Forsch.-Anlage),Nordrhein-Westfalen
2475,52.0006,13.1022,75,Jüterbog,Brandenburg
2480,50.0643,8.993,107,Kahl/Main,Bayern
2482,51.1801,8.4887,741,Kahler Asten (A),Nordrhein-Westfalen
2483,51.1803,8.4891,839,Kahler Asten,Nordrhein-Westfalen
2485,48.9171,9.6872,489,Kaisersbach-Cronhütte,Baden-Württemberg
2486,49.4262,7.7557,271,Kaiserslautern,Rheinland-Pfalz
2488,48.7701,10.7876,516,Kaisheim-Neuhof,Bayern
2494,51.7329,6.2688,31,Kalkar,Nordrhein-Westfalen
2497,50.5016,6.5262,505,Kall-Sistig,Nordrhein-Westfalen
2502,51.3176,10.1355,447,"Heiligenstadt, Heilbad-Kalteneber",Thüringen
2503,50.6266,10.1455,487,Kaltennordheim,Thüringen
2506,51.2667,14.0833,270,Kamenz,Sachsen
2521,48.6765,11.2961,374,Karlshuld,Bayern
2522,49.0382,8.3641,112,Karlsruhe,Baden-Württemberg
2532,51.2963,9.4424,231,Kassel,Hessen
2533,51.334,9.4506,198,Kassel-Harleshausen,Hessen
2542,47.8652,10.6007,716,Kaufbeuren,Bayern
2543,48.0916,10.8609,585,Kaufering,Bayern
2546,48.5576,7.88,141,Kehl-Odelshofen,Baden-Württemberg
2559,47.7233,10.3348,705,Kempten,Bayern
2564,54.3761,10.1433,27,Kiel-Holtenau,Schleswig-Holstein
2565,54.3378,10.0929,17,Kiel-Kronshagen,Schleswig-Holstein
2573,47.9588,12.7717,470,Waging am See-Schnöbling,Bayern
2575,49.1804,9.98,426,Kirchberg/Jagst-Herboldshausen,Baden-Württemberg
2578,53.9995,11.4341,12,Kirchdorf/Poel,Mecklenburg-Vorpommern
2597,50.2241,10.0792,282,"Kissingen, Bad",Bayern
2600,49.7363,10.1781,188,Kitzingen,Bayern
2601,50.2218,8.4469,826,Kleiner Feldberg/Taunus,Hessen
2609,53.9587,10.3293,40,Klein Rönnau,Schleswig-Holstein
2618,50.8458,10.4803,732,Kleiner Inselsberg,Thüringen
2621,52.4036,13.2319,42,Kleinmachnow,Brandenburg
2627,51.5554,13.8846,128,Klettwitz,Brandenburg
2629,51.7612,6.0954,46,Kleve,Nordrhein-Westfalen
2630,51.835,6.1105,16,Kleve-Schenkenschanz,Nordrhein-Westfalen
2638,48.1054,8.7549,973,Klippeneck,Baden-Württemberg
2641,51.5185,12.9065,85,Klitzschen bei Torgau,Sachsen
2654,49.0265,8.7554,200,Knittlingen,Baden-Württemberg
2656,50.3519,7.5906,96,Koblenz,Rheinland-Pfalz
2657,50.3369,7.5992,85,Koblenz-Horchheim,Rheinland-Pfalz
2665,50.9615,6.9712,45,Köln-Botanischer Garten,Nordrhein-Westfalen
2667,50.8646,7.1575,92,Köln-Bonn,Nordrhein-Westfalen
2680,50.284,10.4456,288,"Königshofen, Bad",Bayern
2689,53.2279,9.6527,40,Königsmoor,Niedersachsen
2691,48.6707,11.2173,378,Königsmoos-Untermaxfeld,Bayern
2700,48.8302,11.4872,416,Kösching,Bayern
2701,51.1329,11.7252,136,"Kösen, Bad",Sachsen-Anhalt
2703,51.855,9.3239,496,Köterberg,Nordrhein-Westfalen
2704,51.7515,12.0079,76,Köthen (Anhalt),Sachsen-Anhalt
2708,47.6652,11.0804,740,"Kohlgrub, Bad (Rosshof)",Bayern
2712,47.6774,9.1901,443,Konstanz,Baden-Württemberg
2717,51.2662,8.8309,395,Korbach-Lengefeld,Hessen
2750,50.2523,11.3209,312,Kronach,Bayern
2750,50.2524,11.3208,312,Kronach,Bayern
2761,48.251,10.4163,520,Krumbach-Edenhausen,Bayern
2770,53.9015,10.2359,35,Kükels,Schleswig-Holstein
2773,49.4283,11.9016,417,Kümmersbruck,Bayern
2775,49.2795,9.6925,225,Künzelsau,Baden-Württemberg
2780,50.1003,11.4494,330,Kulmbach,Bayern
2783,48.5126,12.1513,436,Kumhausen,Bayern
2790,49.5592,7.4134,296,Kusel-Fünfbirken,Rheinland-Pfalz
2794,52.9363,12.4093,40,Kyritz,Brandenburg
2796,53.9156,12.279,40,Laage (Flugplatz),Mecklenburg-Vorpommern
2812,48.3647,7.828,155,Lahr,Baden-Württemberg
2814,48.5121,9.7645,685,Merklingen,Baden-Württemberg
2821,51.9603,10.0157,214,Lamspringe,Niedersachsen
2829,48.0772,10.9144,621,Landsberg (Flugplatz),Bayern
2830,48.0349,10.8709,602,Landsberg/Lech,Bayern
2831,48.5357,12.1132,393,Landshut,Bayern
2843,50.0075,8.6547,125,Langen (BTZ),Hessen
2856,51.9173,13.0878,91,Langenlipsdorf,Brandenburg
2857,51.1173,10.6568,175,"Langensalza, Bad",Thüringen
2861,53.7445,7.4775,5,Langeoog,Niedersachsen
2872,52.8457,7.3489,15,Lathen,Niedersachsen
2878,51.3912,11.8785,119,"Lauchstädt, Bad",Sachsen-Anhalt
2879,49.5781,9.7142,199,Lauda-Königshofen-Gerlachsheim,Baden-Württemberg
2886,48.2176,9.9097,539,Laupheim,Baden-Württemberg
2897,50.5808,9.2857,522,Lautertal-Hörgenau,Hessen
2899,50.362,10.9441,397,Lautertal-Tremersdorf,Bayern
2905,48.1849,10.8507,550,Lechfeld,Bayern
2906,54.775,8.9808,5,Leck (A),Schleswig-Holstein
2907,54.7903,8.9514,7,Leck,Schleswig-Holstein
2912,54.7419,9.8791,9,Lehbek,Schleswig-Holstein
2915,50.4833,11.45,640,Lehesten/Thüringer Wald,Thüringen
2920,48.7654,12.5121,365,Leiblfing,Bayern
2923,47.9116,10.6124,663,Leinau,Bayern
2925,51.3933,10.3123,356,Leinefelde,Thüringen
2926,48.4333,10.2333,477,Leipheim (Flugplatz),Bayern
2928,51.3151,12.4462,138,Leipzig-Holzhausen,Sachsen
2931,51.392,12.3962,128,Leipzig-Mockau,Sachsen
2932,51.4348,12.2396,131,Leipzig/Halle,Sachsen
2943,47.6908,11.573,679,Lenggries,Bayern
2947,51.1334,8.0352,286,Lennestadt-Theten,Nordrhein-Westfalen
2949,48.5396,9.5275,758,Lenningen-Schopfloch,Baden-Württemberg
2950,54.219,10.8844,14,Lensahn,Schleswig-Holstein
2951,53.1007,11.4864,20,Lenzen/Elbe,Brandenburg
2953,47.8597,8.2308,852,Lenzkirch-Ruhbühl,Baden-Württemberg
2961,54.4996,10.2737,5,Leuchtturm Kiel,Schleswig-Holstein
2963,51.3167,12.0333,92,Leunawerke,Sachsen-Anhalt
2968,50.9895,6.9779,43,Köln-Stammheim,Nordrhein-Westfalen
2985,50.9383,14.2093,321,Lichtenhain-Mittelndorf,Sachsen
2996,48.7726,8.7287,352,"Liebenzell, Bad (LUBW)",Baden-Württemberg
3001,48.0674,7.677,284,Liliental,Baden-Württemberg
3004,50.4116,8.0605,185,Limburg/Lahn-Offheim,Hessen
3007,49.4111,8.398,96,Limburgerhof,Rheinland-Pfalz
3015,52.2085,14.118,98,Lindenberg,Brandenburg
3016,47.598,9.8878,760,Lindenberg/Allgäu,Bayern
3018,49.7117,8.7804,445,Lindenfels-Winterkasten,Hessen
3023,52.5181,7.3081,22,Lingen,Niedersachsen
3028,51.7855,8.8388,157,"Lippspringe, Bad",Nordrhein-Westfalen
3031,51.6334,8.3943,92,Lippstadt-Bökenförde,Nordrhein-Westfalen
3031,51.6336,8.3945,92,Lippstadt-Bökenförde,Nordrhein-Westfalen
3032,55.011,8.4125,26,List auf Sylt,Schleswig-Holstein
3034,50.4505,11.635,500,"Lobenstein, Bad",Thüringen
3042,50.5617,8.2386,230,Löhnberg-Obershausen,Hessen
3044,52.7198,7.7472,22,Löningen,Niedersachsen
3045,52.7432,7.8763,27,Löningen-Hagel,Niedersachsen
3046,52.7333,7.7333,20,Löningen-Schnetlage,Niedersachsen
3056,50.0103,9.61,161,Lohr/Main-Steinbach,Bayern
3062,50.0352,7.8197,100,Lorch/Rhein,Hessen
3076,49.4606,8.4246,95,Ludwigshafen-Mundenheim,Rheinland-Pfalz
3082,51.9333,13.8833,56,Lübben,Brandenburg
3083,51.9267,13.8797,57,Lübben-Blumenfelde,Brandenburg
3085,53.8773,10.6915,15,Lübeck,Schleswig-Holstein
3086,53.8025,10.6988,16,Lübeck-Blankensee,Schleswig-Holstein
3088,53.8953,10.704,5,Lübeck-Werft,Schleswig-Holstein
3093,52.9724,11.1374,17,Lüchow,Niedersachsen
3096,51.2131,7.6359,444,Lüdenscheid (Zeppelin-Gymnasium),Nordrhein-Westfalen
3097,51.2,7.6333,421,Lüdenscheid (Flugplatz),Nordrhein-Westfalen
3098,51.2452,7.6425,387,Lüdenscheid,Nordrhein-Westfalen
3101,51.7694,7.4128,58,Lüdinghausen,Nordrhein-Westfalen
3103,53.2657,10.424,11,Lüneburg,Niedersachsen
3113,50.7663,10.7201,528,Luisenthal (Talsperre),Thüringen
3126,52.1029,11.5827,76,Magdeburg,Sachsen-Anhalt
3135,49.0643,9.582,473,Mainhardt-Ziegelbronn,Baden-Württemberg
3137,49.9656,8.2139,195,Mainz-Lerchenberg (ZDF),Rheinland-Pfalz
3139,48.2166,11.2965,509,Maisach-Gernlinden,Bayern
3147,48.7726,12.2177,418,Mallersdorf-Pfaffenberg/Niederbayern,Bayern
3155,50.1015,6.8009,413,Manderscheid-Sonnenhof,Rheinland-Pfalz
3158,52.5468,14.5452,12,Manschnow,Brandenburg
3160,51.6084,11.4139,240,Vatterode-Gräfenstuhl,Sachsen-Anhalt
3164,50.8492,8.7746,182,"Cölbe, Kr. Marburg-Biedenkopf",Hessen
3164,50.8492,8.7746,187,"Cölbe, Kr. Marburg-Biedenkopf",Hessen
3166,50.651,13.1469,639,Marienberg,Sachsen
3167,50.662,7.9602,547,"Marienberg, Bad",Rheinland-Pfalz
3170,54.4937,11.2405,5,Marienleuchte,Schleswig-Holstein
3196,53.3223,11.9319,81,Marnitz,Mecklenburg-Vorpommern
3204,50.7334,10.8815,427,Martinroda,Thüringen
3211,48.9359,13.5747,1011,Mauth-Finsterau,Bayern
3212,50.3249,7.23,230,Mayen,Rheinland-Pfalz
3222,52.3411,9.1403,60,Meerbeck,Niedersachsen
3223,47.6985,9.2753,460,Meersburg,Baden-Württemberg
3226,51.7259,11.5111,107,Aschersleben-Mehringen,Sachsen-Anhalt
3228,51.0976,7.667,506,Meinerzhagen (A),Nordrhein-Westfalen
3231,50.5612,10.3771,450,Meiningen,Thüringen
3234,51.1294,13.4327,157,Garsebach bei Meißen,Sachsen
3236,52.2044,8.3382,89,Melle,Niedersachsen
3244,47.982,10.1384,615,Memmingen,Bayern
3245,47.9833,10.2333,630,Memmingen (Flugplatz),Bayern
3246,50.3667,7.3167,181,Mendig,Rheinland-Pfalz
3253,47.8309,8.0699,885,Sankt Blasien-Menzenschwand,Baden-Württemberg
3254,52.7156,7.3176,19,Meppen,Niedersachsen
3256,48.0167,7.6667,193,Merdingen,Baden-Württemberg
3257,49.4773,9.7622,250,"Mergentheim, Bad-Neunkirchen",Baden-Württemberg
3268,48.1875,8.9938,920,Meßstetten,Baden-Württemberg
3271,48.8548,12.9187,313,Metten,Bayern
3278,48.5376,9.2733,355,Metzingen,Baden-Württemberg
3284,49.6691,9.0085,240,Michelstadt,Hessen
3287,49.7176,9.0997,453,Michelstadt-Vielbrunn,Hessen
3289,50.7281,11.7838,355,Schmieritz-Weltwitz,Thüringen
3291,49.712,9.2258,128,Miltenberg,Bayern
3300,50.2285,9.1064,155,Mittel-Gründau,Hessen
3307,47.4778,11.2654,981,Mittenwald-Buckelwiesen,Bayern
3313,49.7328,8.7771,508,Modautal-Neunkirchen,Hessen
3317,53.6128,10.6943,42,Mölln,Schleswig-Holstein
3319,49.7644,9.253,239,Röllbach,Bayern
3320,51.197,6.4499,49,Mönchengladbach,Nordrhein-Westfalen
3321,51.1313,6.3609,77,Mönchengladbach-Hilderath,Nordrhein-Westfalen
3340,50.4383,7.8061,265,Montabaur,Rheinland-Pfalz
3348,51.7209,9.8352,240,Moringen-Lutterbeck,Niedersachsen
3362,48.9721,8.8734,244,Mühlacker,Baden-Württemberg
3366,48.2791,12.5024,406,Mühldorf,Bayern
3369,53.6,10.4833,42,Mühlenrade,Schleswig-Holstein
3370,51.2076,10.3956,300,Mühlhausen,Thüringen
3376,52.5176,14.1232,63,Müncheberg,Brandenburg
3379,48.1631,11.5429,515,München-Stadt,Bayern
3382,48.1441,11.6,521,München-Bogenhausen,Bayern
3383,48.1635,11.5019,515,München-Botanischer Garten,Bayern
3385,48.166,11.5011,515,München-Nymphenburg,Bayern
3388,48.0919,11.6486,542,München-Perlach,Bayern
3390,48.1369,11.7094,529,München-Riem,Bayern
3402,48.3851,9.4837,750,Münsingen-Apfelstetten,Baden-Württemberg
3404,51.9494,7.5906,62,Münster,Nordrhein-Westfalen
3425,48.9729,9.5708,344,Murrhardt,Baden-Württemberg
3426,51.566,14.7009,125,"Muskau, Bad",Sachsen
3432,48.5665,8.7184,380,Nagold,Baden-Württemberg
3442,50.3574,8.7506,149,"Nauheim, Bad",Hessen
3477,48.0667,11.6333,552,Neubiberg,Bayern
3478,53.5468,13.1914,81,Neubrandenburg,Mecklenburg-Vorpommern
3484,48.7097,11.2096,380,Neuburg/Donau (Flugplatz),Bayern
3485,48.3116,10.3771,486,Neuburg/Kammel-Langenhaslach,Bayern
3486,49.2931,9.2722,212,Neudenau,Baden-Württemberg
3490,50.5346,7.0853,111,"Neuenahr, Bad-Ahrweiler",Rheinland-Pfalz
3509,53.102,13.0421,77,Menz,Brandenburg
3512,50.5,11.15,820,Neuhaus,Thüringen
3513,50.5002,11.1344,845,Neuhaus am Rennweg,Thüringen
3518,47.976,8.9101,793,Neuhausen ob Eck,Baden-Württemberg
3519,47.9519,8.9932,663,Neuhausen ob Eck-Unterschwandorf,Baden-Württemberg
3527,50.8923,9.405,500,Neukirchen-Hauptschwenda,Hessen
3532,54.3609,10.6015,4,Neuland,Schleswig-Holstein
3534,49.2712,11.4882,583,Neumarkt-Höhenberg,Bayern
3537,54.0873,9.9791,26,Neumünster,Schleswig-Holstein
3538,54.0833,9.9333,20,Neumünster-Wasbek,Schleswig-Holstein
3540,50.8446,7.372,195,Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen
3541,50.8956,7.3081,185,Neunkirchen-Seelscheid-Meisenbach,Nordrhein-Westfalen
3545,49.3436,7.2295,236,Neunkirchen-Wellesweiler,Saarland
3552,52.9037,12.8072,38,Neuruppin,Brandenburg
3565,49.5728,10.6001,315,Neustadt/Aisch,Bayern
3571,49.8174,11.8638,452,Neustadt am Kulm-Filchendorf,Bayern
3575,49.357,8.1405,163,Neustadt/Weinstraße,Rheinland-Pfalz
3576,49.3478,8.1822,125,Neustadt/Weinstraße (Heidehof),Rheinland-Pfalz
3577,53.3585,13.0502,64,Neustrelitz,Mecklenburg-Vorpommern
3578,48.9832,12.1443,341,Regensburg-Burgweinting,Bayern
3590,50.2335,8.8923,180,Nidderau-Windecken,Hessen
3591,50.6744,6.4237,350,Nideggen-Schmidt,Nordrhein-Westfalen
3595,50.4107,7.808,250,Niederelbert,Rheinland-Pfalz
3603,49.3895,9.9666,473,Niederstetten,Baden-Württemberg
3605,48.5334,10.243,451,Niederstotzingen,Baden-Württemberg
3612,52.6711,9.2229,25,Nienburg,Niedersachsen
3621,48.8254,10.5066,435,Reimlingen,Bayern
3623,50.8294,6.6602,111,Nörvenich (Flugplatz),Nordrhein-Westfalen
3631,53.7123,7.1519,11,Norderney,Niedersachsen
3639,53.7647,8.6583,25,Nordholz (Flugplatz),Niedersachsen
3640,52.4124,7.064,24,Nordhorn-Blanke,Niedersachsen
3651,51.7521,9.945,109,Northeim-Stöckheim,Niedersachsen
3657,50.9081,7.5543,341,Nümbrecht auf dem Lindchen,Nordrhein-Westfalen
3659,50.3391,6.9501,627,Nürburg,Rheinland-Pfalz
3660,50.3601,6.8697,485,Nürburg-Barweiler,Rheinland-Pfalz
3661,49.45,11.0667,307,Nürnberg (Hochhaus),Bayern
3666,49.5008,11.107,335,Nürnberg-Buchenbuehl,Bayern
3667,49.4258,11.2538,368,Nürnberg-Netzstall,Bayern
3668,49.503,11.0549,314,Nürnberg,Bayern
3671,48.6321,9.3261,280,Nürtingen,Baden-Württemberg
3672,48.6207,8.8962,457,Nufringen,Baden-Württemberg
3679,47.6187,12.1666,518,Kiefersfelden-Gach,Bayern
3705,48.3147,8.5735,480,Oberndorf/Neckar-Aistaig,Baden-Württemberg
3722,48.2443,11.5528,484,Oberschleißheim,Bayern
3730,47.3986,10.276,806,Oberstdorf,Bayern
3734,49.128,9.3525,230,Obersulm-Willsbach,Baden-Württemberg
3735,48.2635,12.276,455,Obertaufkirchen,Bayern
3739,49.4521,12.4366,596,Oberviechtach,Bayern
3744,51.6018,9.5383,125,Oberweser-Gieselwerder,Hessen
3751,48.0449,9.8822,626,Ochsenhausen-Mittelbuch,Baden-Württemberg
3752,50.03,11.8074,1014,Ochsenkopf,Bayern
3753,52.2042,7.1784,56,Ochtrup,Nordrhein-Westfalen
3761,49.207,9.5175,276,Öhringen,Baden-Württemberg
3775,50.1031,8.7467,100,Offenbach/Main (Zentrallabor),Hessen
3776,50.0946,8.7546,110,Offenbach/M. (Stadt),Hessen
3777,48.4593,7.9255,153,Offenburg,Baden-Württemberg
3784,49.4707,10.2084,405,Ohrenbach,Bayern
3788,50.8646,14.7628,305,Olbersdorf,Sachsen
3790,53.1018,8.2516,5,Oldenburg (A),Niedersachsen
3791,53.1763,8.1824,11,Oldenburg,Niedersachsen
3811,51.296,13.0928,150,Oschatz,Sachsen
3815,52.2553,8.0534,95,Osnabrück,Niedersachsen
3816,52.2266,8.1165,118,Georgsmarienhütte-Ho.-Mündrup,Niedersachsen
3818,52.7167,11.7333,29,Osterburg,Sachsen-Anhalt
3820,52.4053,8.1894,47,Ostercappeln-Venne,Niedersachsen
3821,51.0873,11.9292,246,Osterfeld,Sachsen-Anhalt
3825,49.5033,7.2773,338,Osterhof,Saarland
3836,50.4538,10.221,312,Ostheim v.d. Rhön,Bayern
3856,47.6383,10.4313,1010,Oy-Mittelberg,Bayern
3857,47.636,10.3891,885,Oy-Mittelberg-Petersthal,Bayern
3867,53.0643,7.4814,7,Papenburg,Niedersachsen
3868,53.0802,7.3845,1,Papenburg-Weißenburg,Niedersachsen
3873,54.3667,13.0833,4,Parow (Flugplatz),Mecklenburg-Vorpommern
3875,49.151,11.6896,549,Parsberg/Oberpfalz-Eglwang,Bayern
3878,48.5807,13.4152,327,Passau-Maierhof,Bayern
3879,48.5779,13.4694,409,Passau-Oberhaus,Bayern
3883,50.5999,11.9966,442,Pausa-Unterreichenau,Sachsen
3897,54.0893,10.8773,1,Pelzerhaken,Schleswig-Holstein
3903,49.5114,6.3857,175,Perl-Besch,Saarland
3904,49.5356,6.3804,152,Perl-Nennig,Saarland
3905,49.5214,6.4476,407,Perl-Sinz-Renglischberg,Saarland
3915,51.9893,13.3608,145,Petkus,Brandenburg
3921,49.85,7.6,396,Pferdsfeld,Rheinland-Pfalz
3922,49.1162,10.8598,435,Pfofeld-Langlau,Bayern
3924,48.9059,8.7412,246,Pforzheim-Eutingen,Baden-Württemberg
3925,48.9318,8.6959,333,Pforzheim-Ispringen,Baden-Württemberg
3925,48.9329,8.6973,333,Pforzheim-Ispringen,Baden-Württemberg
3927,47.9344,9.2869,630,Pfullendorf,Baden-Württemberg
3929,49.2511,8.4415,100,Philippsburg,Baden-Württemberg
3939,49.1911,7.5875,385,Pirmasens,Rheinland-Pfalz
3946,50.4819,12.13,386,Plauen,Sachsen
3954,54.1603,10.4345,26,Plön (Max-Planck-Institut),Schleswig-Holstein
3955,54.159,10.402,24,Plön (See),Schleswig-Holstein
3974,49.5058,11.5142,368,Pommelsbrunn,Bayern
3975,49.4778,11.5355,522,Pommelsbrunn-Mittelburg,Bayern
3987,52.3813,13.0622,81,Potsdam,Brandenburg
3988,52.3822,13.0622,81,Potsdam (Säkularstation),Brandenburg
3997,51.6667,14.6333,100,Preschen (Flugplatz),Brandenburg
4005,47.8588,12.3624,530,Prien-Stock,Bayern
4018,48.1877,11.2206,550,Puch,Bayern
4024,54.3643,13.4771,40,Putbus,Mecklenburg-Vorpommern
4026,54.5,11.2167,1,Puttgarden,Schleswig-Holstein
4027,49.2997,11.2894,430,Pyrbaum,Bayern
4029,52.6691,7.9544,25,Quakenbrück,Niedersachsen
4032,51.7954,11.1319,142,Quedlinburg,Sachsen-Anhalt
4036,51.3895,11.5414,204,Querfurt-Mühle Lodersleben,Sachsen-Anhalt
4038,53.7276,9.9071,27,Quickborn (Kurzer Kamp),Schleswig-Holstein
4039,53.7331,9.8776,13,Quickborn,Schleswig-Holstein
4053,47.7458,9.0007,407,Radolfzell-Markelfingen,Baden-Württemberg
4063,52.4461,8.5906,41,Rahden-Kleinendorf,Nordrhein-Westfalen
4066,47.9091,11.1048,553,Raisting,Bayern
4077,48.8471,8.1869,114,Rastatt,Baden-Württemberg
4079,51.1765,11.4183,200,Rastenberg,Thüringen
4091,47.7327,12.6827,1640,Rauschberg bei Ruhpolding,Bayern
4094,47.8062,9.6206,440,"Weingarten, Kr. Ravensburg",Baden-Württemberg
4100,51.6243,7.182,109,Recklinghausen,Nordrhein-Westfalen
4104,49.0424,12.1021,365,Regensburg,Bayern
4125,47.7238,12.874,470,"Reichenhall, Bad",Bayern
4127,50.9906,7.6958,350,Reichshof-Eckenhagen,Nordrhein-Westfalen
4149,50.5602,13.2222,764,Marienberg-Reitzenhain,Sachsen
4152,47.6783,8.1527,760,Remetschwiel,Baden-Württemberg
4154,51.18,7.2505,345,Remscheid-Lennep,Nordrhein-Westfalen
4156,54.2878,9.6749,8,Rendsburg,Schleswig-Holstein
4160,48.7425,8.924,478,Renningen-Ihinger Hof,Baden-Württemberg
4166,48.5051,9.1833,360,Reutlingen-Betzingen,Baden-Württemberg
4169,48.6703,7.9939,131,Rheinau-Memprechtshofen,Baden-Württemberg
4174,52.2887,7.3866,40,Rheine-Bentlage,Nordrhein-Westfalen
4175,47.559,7.7721,282,Rheinfelden,Baden-Württemberg
4177,48.9726,8.3301,116,Rheinstetten,Baden-Württemberg
4177,48.9726,8.3302,116,Rheinstetten,Baden-Württemberg
4189,48.1479,9.4596,533,"Altheim, Kreis Biberach",Baden-Württemberg
4190,48.1667,9.5,526,Riedlingen (A),Baden-Württemberg
4222,50.5263,12.4091,464,Rodewisch,Sachsen
4225,49.2195,12.536,373,Roding-Wetterfeld,Bayern
4233,50.3833,9.5167,397,Röhrigshof bei Schlüchtern,Hessen
4240,50.6407,6.2058,440,Roetgen,Nordrhein-Westfalen
4261,47.8752,12.1279,444,Rosenheim,Bayern
4271,54.1802,12.0805,4,Rostock-Warnemünde,Mecklenburg-Vorpommern
4271,54.1803,12.0808,4,Rostock-Warnemünde,Mecklenburg-Vorpommern
4275,53.1288,9.3398,32,Rotenburg (Wümme),Niedersachsen
4278,49.2511,11.0934,340,Roth bei Nürnberg,Bayern
4279,50.3046,6.3862,593,Roth bei Prüm,Rheinland-Pfalz
4280,49.2164,11.1036,385,Roth,Bayern
4287,49.3848,10.1732,415,Rothenburg ob der Tauber,Bayern
4288,52.1039,8.1809,95,"Rothenfelde, Bad",Niedersachsen
4294,48.4704,8.9687,360,Rottenburg-Kiebingen,Baden-Württemberg
4300,48.1814,8.6356,588,Rottweil,Baden-Württemberg
4301,49.8502,7.871,102,"Kreuznach, Bad",Rheinland-Pfalz
4320,54.0934,10.2223,36,Ruhwinkel,Schleswig-Holstein
4323,49.6467,7.8835,461,Ruppertsecken,Rheinland-Pfalz
4327,48.8765,13.049,797,Rusel-Irlmoos,Bayern
4330,48.8026,8.9557,449,Rutesheim,Baden-Württemberg
4332,50.6563,11.3894,235,Saalfeld,Thüringen
4336,49.2128,7.1077,320,Saarbrücken-Ensheim,Saarland
4339,49.2231,7.0168,193,Saarbrücken-Sankt Johann,Saarland
4347,51.5909,10.5691,292,"Sachsa, Bad",Niedersachsen
4349,48.9569,9.071,248,Sachsenheim,Baden-Württemberg
4354,48.7832,13.3146,456,Saldenburg-Entschenreuth,Bayern
4354,48.7832,13.3145,456,Saldenburg-Entschenreuth,Bayern
4364,52.0355,10.3054,138,Salzgitter-Ringelheim,Niedersachsen
4367,52.078,9.552,175,Salzhemmendorf-Lauenstein,Niedersachsen
4371,52.1042,8.7521,135,"Salzuflen, Bad",Nordrhein-Westfalen
4373,52.8568,11.143,23,Salzwedel,Sachsen-Anhalt
4377,50.3519,10.0032,510,Sandberg,Bayern
4393,54.3279,8.603,5,Sankt Peter-Ording,Schleswig-Holstein
4396,49.4672,7.2036,400,Sankt Wendel-Hof,Saarland
4397,49.5025,7.202,400,Sankt Wendel-Urweiler,Saarland
